cell_id,well_id,well_name,well_column,well_row,cellline_name,cell_last_tp,cell_event,well_id,well_drug_name,well_drug_concentration,well_drug_concentration_units
6622580,69702,B02,2,2,ND50010,10,FALSE,69702,VRG0023,3.5,uM
6622581,69702,B02,2,2,ND50010,10,FALSE,69702,VRG0023,3.5,uM
6622582,69702,B02,2,2,ND50010,10,FALSE,69702,VRG0023,3.5,uM
6622583,69702,B02,2,2,ND50010,1,TRUE,69702,VRG0023,3.5,uM
6622584,69702,B02,2,2,ND50010,1,TRUE,69702,VRG0023,3.5,uM
6622585,69702,B02,2,2,ND50010,1,TRUE,69702,VRG0023,3.5,uM
6622586,69702,B02,2,2,ND50010,2,TRUE,69702,VRG0023,3.5,uM
6622587,69702,B02,2,2,ND50010,1,TRUE,69702,VRG0023,3.5,uM
6622588,69702,B02,2,2,ND50010,1,TRUE,69702,VRG0023,3.5,uM
6622589,69702,B02,2,2,ND50010,1,TRUE,69702,VRG0023,3.5,uM
6622590,69702,B02,2,2,ND50010,10,FALSE,69702,VRG0023,3.5,uM
6622591,69702,B02,2,2,ND50010,3,TRUE,69702,VRG0023,3.5,uM
6622592,69702,B02,2,2,ND50010,1,TRUE,69702,VRG0023,3.5,uM
6622593,69702,B02,2,2,ND50010,1,TRUE,69702,VRG0023,3.5,uM
6622594,69702,B02,2,2,ND50010,2,TRUE,69702,VRG0023,3.5,uM
6622595,69702,B02,2,2,ND50010,1,TRUE,69702,VRG0023,3.5,uM
6622596,69702,B02,2,2,ND50010,1,TRUE,69702,VRG0023,3.5,uM
6622597,69702,B02,2,2,ND50010,4,TRUE,69702,VRG0023,3.5,uM
6622598,69702,B02,2,2,ND50010,1,TRUE,69702,VRG0023,3.5,uM
6622599,69702,B02,2,2,ND50010,2,TRUE,69702,VRG0023,3.5,uM
6622600,69702,B02,2,2,ND50010,10,FALSE,69702,VRG0023,3.5,uM
6622601,69702,B02,2,2,ND50010,1,TRUE,69702,VRG0023,3.5,uM
6622602,69702,B02,2,2,ND50010,1,TRUE,69702,VRG0023,3.5,uM
6622603,69702,B02,2,2,ND50010,10,FALSE,69702,VRG0023,3.5,uM
6622604,69702,B02,2,2,ND50010,1,TRUE,69702,VRG0023,3.5,uM
6622605,69702,B02,2,2,ND50010,10,FALSE,69702,VRG0023,3.5,uM
6622606,69702,B02,2,2,ND50010,7,TRUE,69702,VRG0023,3.5,uM
6622607,69702,B02,2,2,ND50010,2,TRUE,69702,VRG0023,3.5,uM
6622608,69702,B02,2,2,ND50010,3,TRUE,69702,VRG0023,3.5,uM
6622609,69702,B02,2,2,ND50010,10,FALSE,69702,VRG0023,3.5,uM
6622610,69702,B02,2,2,ND50010,10,FALSE,69702,VRG0023,3.5,uM
6622611,69702,B02,2,2,ND50010,1,TRUE,69702,VRG0023,3.5,uM
6622612,69702,B02,2,2,ND50010,10,FALSE,69702,VRG0023,3.5,uM
6622613,69702,B02,2,2,ND50010,1,TRUE,69702,VRG0023,3.5,uM
6622614,69702,B02,2,2,ND50010,10,FALSE,69702,VRG0023,3.5,uM
6622615,69702,B02,2,2,ND50010,10,FALSE,69702,VRG0023,3.5,uM
6622616,69702,B02,2,2,ND50010,1,TRUE,69702,VRG0023,3.5,uM
6622617,69702,B02,2,2,ND50010,1,TRUE,69702,VRG0023,3.5,uM
6622618,69702,B02,2,2,ND50010,1,TRUE,69702,VRG0023,3.5,uM
6622619,69702,B02,2,2,ND50010,10,FALSE,69702,VRG0023,3.5,uM
6622620,69702,B02,2,2,ND50010,10,FALSE,69702,VRG0023,3.5,uM
6622621,69702,B02,2,2,ND50010,10,FALSE,69702,VRG0023,3.5,uM
6622622,69702,B02,2,2,ND50010,1,TRUE,69702,VRG0023,3.5,uM
6622623,69702,B02,2,2,ND50010,1,TRUE,69702,VRG0023,3.5,uM
6622624,69702,B02,2,2,ND50010,1,TRUE,69702,VRG0023,3.5,uM
6622625,69702,B02,2,2,ND50010,10,FALSE,69702,VRG0023,3.5,uM
6622626,69702,B02,2,2,ND50010,1,TRUE,69702,VRG0023,3.5,uM
6622627,69702,B02,2,2,ND50010,2,TRUE,69702,VRG0023,3.5,uM
6622628,69702,B02,2,2,ND50010,10,FALSE,69702,VRG0023,3.5,uM
6622629,69702,B02,2,2,ND50010,1,TRUE,69702,VRG0023,3.5,uM
6622630,69702,B02,2,2,ND50010,2,TRUE,69702,VRG0023,3.5,uM
6622631,69702,B02,2,2,ND50010,3,TRUE,69702,VRG0023,3.5,uM
6622632,69702,B02,2,2,ND50010,3,TRUE,69702,VRG0023,3.5,uM
6622633,69702,B02,2,2,ND50010,3,TRUE,69702,VRG0023,3.5,uM
6622634,69702,B02,2,2,ND50010,9,TRUE,69702,VRG0023,3.5,uM
6622635,69702,B02,2,2,ND50010,2,TRUE,69702,VRG0023,3.5,uM
6622636,69702,B02,2,2,ND50010,1,TRUE,69702,VRG0023,3.5,uM
6622637,69702,B02,2,2,ND50010,10,FALSE,69702,VRG0023,3.5,uM
6622638,69702,B02,2,2,ND50010,1,TRUE,69702,VRG0023,3.5,uM
6622639,69702,B02,2,2,ND50010,4,TRUE,69702,VRG0023,3.5,uM
6622640,69702,B02,2,2,ND50010,1,TRUE,69702,VRG0023,3.5,uM
6622641,69702,B02,2,2,ND50010,1,TRUE,69702,VRG0023,3.5,uM
6622642,69702,B02,2,2,ND50010,1,TRUE,69702,VRG0023,3.5,uM
6622643,69702,B02,2,2,ND50010,1,TRUE,69702,VRG0023,3.5,uM
6622644,69702,B02,2,2,ND50010,1,TRUE,69702,VRG0023,3.5,uM
6622645,69702,B02,2,2,ND50010,2,TRUE,69702,VRG0023,3.5,uM
6622646,69702,B02,2,2,ND50010,2,TRUE,69702,VRG0023,3.5,uM
6622647,69702,B02,2,2,ND50010,10,FALSE,69702,VRG0023,3.5,uM
6622648,69702,B02,2,2,ND50010,10,FALSE,69702,VRG0023,3.5,uM
6622649,69702,B02,2,2,ND50010,10,FALSE,69702,VRG0023,3.5,uM
6622650,69702,B02,2,2,ND50010,1,TRUE,69702,VRG0023,3.5,uM
6622651,69702,B02,2,2,ND50010,10,FALSE,69702,VRG0023,3.5,uM
6622652,69702,B02,2,2,ND50010,5,TRUE,69702,VRG0023,3.5,uM
6622653,69702,B02,2,2,ND50010,1,TRUE,69702,VRG0023,3.5,uM
6622654,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622655,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622656,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622657,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622658,69703,B03,3,2,ND50010,9,TRUE,69703,VRG0037,4,uM
6622659,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622660,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622661,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622662,69703,B03,3,2,ND50010,3,TRUE,69703,VRG0037,4,uM
6622663,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622664,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622665,69703,B03,3,2,ND50010,2,TRUE,69703,VRG0037,4,uM
6622666,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622667,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622668,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622669,69703,B03,3,2,ND50010,2,TRUE,69703,VRG0037,4,uM
6622670,69703,B03,3,2,ND50010,2,TRUE,69703,VRG0037,4,uM
6622671,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622672,69703,B03,3,2,ND50010,2,TRUE,69703,VRG0037,4,uM
6622673,69703,B03,3,2,ND50010,2,TRUE,69703,VRG0037,4,uM
6622674,69703,B03,3,2,ND50010,2,TRUE,69703,VRG0037,4,uM
6622675,69703,B03,3,2,ND50010,2,TRUE,69703,VRG0037,4,uM
6622676,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622677,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622678,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622679,69703,B03,3,2,ND50010,2,TRUE,69703,VRG0037,4,uM
6622680,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622681,69703,B03,3,2,ND50010,6,TRUE,69703,VRG0037,4,uM
6622682,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622683,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622684,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622685,69703,B03,3,2,ND50010,6,TRUE,69703,VRG0037,4,uM
6622686,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622687,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622688,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622689,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622690,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622691,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622692,69703,B03,3,2,ND50010,2,TRUE,69703,VRG0037,4,uM
6622693,69703,B03,3,2,ND50010,2,TRUE,69703,VRG0037,4,uM
6622694,69703,B03,3,2,ND50010,3,TRUE,69703,VRG0037,4,uM
6622695,69703,B03,3,2,ND50010,5,TRUE,69703,VRG0037,4,uM
6622696,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622697,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622698,69703,B03,3,2,ND50010,6,TRUE,69703,VRG0037,4,uM
6622699,69703,B03,3,2,ND50010,2,TRUE,69703,VRG0037,4,uM
6622700,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622701,69703,B03,3,2,ND50010,3,TRUE,69703,VRG0037,4,uM
6622702,69703,B03,3,2,ND50010,2,TRUE,69703,VRG0037,4,uM
6622703,69703,B03,3,2,ND50010,2,TRUE,69703,VRG0037,4,uM
6622704,69703,B03,3,2,ND50010,6,TRUE,69703,VRG0037,4,uM
6622705,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622706,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622707,69703,B03,3,2,ND50010,9,TRUE,69703,VRG0037,4,uM
6622708,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622709,69703,B03,3,2,ND50010,5,TRUE,69703,VRG0037,4,uM
6622710,69703,B03,3,2,ND50010,3,TRUE,69703,VRG0037,4,uM
6622711,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622712,69703,B03,3,2,ND50010,8,TRUE,69703,VRG0037,4,uM
6622713,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622714,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622715,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622716,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622717,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622718,69703,B03,3,2,ND50010,2,TRUE,69703,VRG0037,4,uM
6622719,69703,B03,3,2,ND50010,3,TRUE,69703,VRG0037,4,uM
6622720,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622721,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622722,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622723,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622724,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622725,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622726,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622727,69703,B03,3,2,ND50010,2,TRUE,69703,VRG0037,4,uM
6622728,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622729,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622730,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622731,69703,B03,3,2,ND50010,8,TRUE,69703,VRG0037,4,uM
6622732,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622733,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622734,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622735,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622736,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622737,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622738,69703,B03,3,2,ND50010,5,TRUE,69703,VRG0037,4,uM
6622739,69703,B03,3,2,ND50010,3,TRUE,69703,VRG0037,4,uM
6622740,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622741,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622742,69703,B03,3,2,ND50010,3,TRUE,69703,VRG0037,4,uM
6622743,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622744,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622745,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622746,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622747,69703,B03,3,2,ND50010,5,TRUE,69703,VRG0037,4,uM
6622748,69703,B03,3,2,ND50010,2,TRUE,69703,VRG0037,4,uM
6622749,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622750,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622751,69703,B03,3,2,ND50010,2,TRUE,69703,VRG0037,4,uM
6622752,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622753,69703,B03,3,2,ND50010,2,TRUE,69703,VRG0037,4,uM
6622754,69703,B03,3,2,ND50010,2,TRUE,69703,VRG0037,4,uM
6622755,69703,B03,3,2,ND50010,3,TRUE,69703,VRG0037,4,uM
6622756,69703,B03,3,2,ND50010,3,TRUE,69703,VRG0037,4,uM
6622757,69703,B03,3,2,ND50010,2,TRUE,69703,VRG0037,4,uM
6622758,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622759,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622760,69703,B03,3,2,ND50010,2,TRUE,69703,VRG0037,4,uM
6622761,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622762,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622763,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622764,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622765,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622766,69703,B03,3,2,ND50010,2,TRUE,69703,VRG0037,4,uM
6622767,69703,B03,3,2,ND50010,7,TRUE,69703,VRG0037,4,uM
6622768,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622769,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622770,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622771,69703,B03,3,2,ND50010,2,TRUE,69703,VRG0037,4,uM
6622772,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622773,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622774,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622775,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622776,69703,B03,3,2,ND50010,2,TRUE,69703,VRG0037,4,uM
6622777,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622778,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622779,69703,B03,3,2,ND50010,2,TRUE,69703,VRG0037,4,uM
6622780,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622781,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622782,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622783,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622784,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622785,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622786,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622787,69703,B03,3,2,ND50010,2,TRUE,69703,VRG0037,4,uM
6622788,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622789,69703,B03,3,2,ND50010,2,TRUE,69703,VRG0037,4,uM
6622790,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622791,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622792,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622793,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622794,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622795,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622796,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622797,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622798,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622799,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622800,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622801,69703,B03,3,2,ND50010,3,TRUE,69703,VRG0037,4,uM
6622802,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622803,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622804,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622805,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622806,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622807,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622808,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622809,69703,B03,3,2,ND50010,4,TRUE,69703,VRG0037,4,uM
6622810,69703,B03,3,2,ND50010,2,TRUE,69703,VRG0037,4,uM
6622811,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622812,69703,B03,3,2,ND50010,2,TRUE,69703,VRG0037,4,uM
6622813,69703,B03,3,2,ND50010,2,TRUE,69703,VRG0037,4,uM
6622814,69703,B03,3,2,ND50010,4,TRUE,69703,VRG0037,4,uM
6622815,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622816,69703,B03,3,2,ND50010,3,TRUE,69703,VRG0037,4,uM
6622817,69703,B03,3,2,ND50010,3,TRUE,69703,VRG0037,4,uM
6622818,69703,B03,3,2,ND50010,3,TRUE,69703,VRG0037,4,uM
6622819,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622820,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622821,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622822,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622823,69703,B03,3,2,ND50010,4,TRUE,69703,VRG0037,4,uM
6622824,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622825,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622826,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622827,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622828,69703,B03,3,2,ND50010,2,TRUE,69703,VRG0037,4,uM
6622829,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622830,69703,B03,3,2,ND50010,3,TRUE,69703,VRG0037,4,uM
6622831,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622832,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622833,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622834,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622835,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622836,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622837,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622838,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622839,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622840,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622841,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622842,69703,B03,3,2,ND50010,2,TRUE,69703,VRG0037,4,uM
6622843,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622844,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622845,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622846,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622847,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622848,69703,B03,3,2,ND50010,2,TRUE,69703,VRG0037,4,uM
6622849,69703,B03,3,2,ND50010,5,TRUE,69703,VRG0037,4,uM
6622850,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622851,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622852,69703,B03,3,2,ND50010,2,TRUE,69703,VRG0037,4,uM
6622853,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622854,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622855,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622856,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622857,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622858,69703,B03,3,2,ND50010,3,TRUE,69703,VRG0037,4,uM
6622859,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622860,69703,B03,3,2,ND50010,5,TRUE,69703,VRG0037,4,uM
6622861,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622862,69703,B03,3,2,ND50010,5,TRUE,69703,VRG0037,4,uM
6622863,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622864,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622865,69703,B03,3,2,ND50010,10,FALSE,69703,VRG0037,4,uM
6622866,69703,B03,3,2,ND50010,1,TRUE,69703,VRG0037,4,uM
6622867,69704,B04,4,2,ND50010,1,TRUE,69704,VRG0037,4,uM
6622868,69704,B04,4,2,ND50010,1,TRUE,69704,VRG0037,4,uM
6622869,69704,B04,4,2,ND50010,10,FALSE,69704,VRG0037,4,uM
6622870,69704,B04,4,2,ND50010,1,TRUE,69704,VRG0037,4,uM
6622871,69704,B04,4,2,ND50010,1,TRUE,69704,VRG0037,4,uM
6622872,69704,B04,4,2,ND50010,1,TRUE,69704,VRG0037,4,uM
6622873,69704,B04,4,2,ND50010,1,TRUE,69704,VRG0037,4,uM
6622874,69704,B04,4,2,ND50010,1,TRUE,69704,VRG0037,4,uM
6622875,69704,B04,4,2,ND50010,3,TRUE,69704,VRG0037,4,uM
6622876,69704,B04,4,2,ND50010,1,TRUE,69704,VRG0037,4,uM
6622877,69704,B04,4,2,ND50010,1,TRUE,69704,VRG0037,4,uM
6622878,69704,B04,4,2,ND50010,2,TRUE,69704,VRG0037,4,uM
6622879,69704,B04,4,2,ND50010,1,TRUE,69704,VRG0037,4,uM
6622880,69704,B04,4,2,ND50010,2,TRUE,69704,VRG0037,4,uM
6622881,69704,B04,4,2,ND50010,10,FALSE,69704,VRG0037,4,uM
6622882,69704,B04,4,2,ND50010,4,TRUE,69704,VRG0037,4,uM
6622883,69704,B04,4,2,ND50010,1,TRUE,69704,VRG0037,4,uM
6622884,69704,B04,4,2,ND50010,10,FALSE,69704,VRG0037,4,uM
6622885,69704,B04,4,2,ND50010,2,TRUE,69704,VRG0037,4,uM
6622886,69704,B04,4,2,ND50010,3,TRUE,69704,VRG0037,4,uM
6622887,69704,B04,4,2,ND50010,10,FALSE,69704,VRG0037,4,uM
6622888,69704,B04,4,2,ND50010,1,TRUE,69704,VRG0037,4,uM
6622889,69704,B04,4,2,ND50010,2,TRUE,69704,VRG0037,4,uM
6622890,69704,B04,4,2,ND50010,1,TRUE,69704,VRG0037,4,uM
6622891,69704,B04,4,2,ND50010,10,FALSE,69704,VRG0037,4,uM
6622892,69704,B04,4,2,ND50010,4,TRUE,69704,VRG0037,4,uM
6622893,69704,B04,4,2,ND50010,10,FALSE,69704,VRG0037,4,uM
6622894,69704,B04,4,2,ND50010,1,TRUE,69704,VRG0037,4,uM
6622895,69704,B04,4,2,ND50010,9,TRUE,69704,VRG0037,4,uM
6622896,69704,B04,4,2,ND50010,9,TRUE,69704,VRG0037,4,uM
6622897,69704,B04,4,2,ND50010,2,TRUE,69704,VRG0037,4,uM
6622898,69704,B04,4,2,ND50010,1,TRUE,69704,VRG0037,4,uM
6622899,69704,B04,4,2,ND50010,10,FALSE,69704,VRG0037,4,uM
6622900,69704,B04,4,2,ND50010,1,TRUE,69704,VRG0037,4,uM
6622901,69704,B04,4,2,ND50010,1,TRUE,69704,VRG0037,4,uM
6622902,69704,B04,4,2,ND50010,10,FALSE,69704,VRG0037,4,uM
6622903,69704,B04,4,2,ND50010,1,TRUE,69704,VRG0037,4,uM
6622904,69704,B04,4,2,ND50010,5,TRUE,69704,VRG0037,4,uM
6622905,69704,B04,4,2,ND50010,10,FALSE,69704,VRG0037,4,uM
6622906,69704,B04,4,2,ND50010,1,TRUE,69704,VRG0037,4,uM
6622907,69704,B04,4,2,ND50010,10,FALSE,69704,VRG0037,4,uM
6622908,69704,B04,4,2,ND50010,7,TRUE,69704,VRG0037,4,uM
6622909,69704,B04,4,2,ND50010,10,FALSE,69704,VRG0037,4,uM
6622910,69704,B04,4,2,ND50010,1,TRUE,69704,VRG0037,4,uM
6622911,69704,B04,4,2,ND50010,10,FALSE,69704,VRG0037,4,uM
6622912,69704,B04,4,2,ND50010,1,TRUE,69704,VRG0037,4,uM
6622913,69704,B04,4,2,ND50010,10,FALSE,69704,VRG0037,4,uM
6622914,69704,B04,4,2,ND50010,1,TRUE,69704,VRG0037,4,uM
6622915,69704,B04,4,2,ND50010,1,TRUE,69704,VRG0037,4,uM
6622916,69704,B04,4,2,ND50010,1,TRUE,69704,VRG0037,4,uM
6622917,69704,B04,4,2,ND50010,1,TRUE,69704,VRG0037,4,uM
6622918,69704,B04,4,2,ND50010,1,TRUE,69704,VRG0037,4,uM
6622919,69704,B04,4,2,ND50010,1,TRUE,69704,VRG0037,4,uM
6622920,69704,B04,4,2,ND50010,1,TRUE,69704,VRG0037,4,uM
6622921,69704,B04,4,2,ND50010,7,TRUE,69704,VRG0037,4,uM
6622922,69704,B04,4,2,ND50010,2,TRUE,69704,VRG0037,4,uM
6622923,69704,B04,4,2,ND50010,7,TRUE,69704,VRG0037,4,uM
